season,season_type,week,player_display_name,player_position,team_abbr,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,expected_rush_yards,rush_yards_over_expected,avg_rush_yards,rush_yards_over_expected_per_att,rush_pct_over_expected,rush_touchdowns,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2022,REG,0,Travis Etienne,RB,JAX,4.318208955223882,0.0,3.0982999999999996,13,67,53.686434495943075,7.313565504056925,5.153846153846154,0.6094637920047438,0.3333333333333333,0,00-0036973,Travis,Etienne,1,T.Etienne
2022,REG,0,Breece Hall,RB,NYJ,4.413972602739726,15.384615384615385,2.9238181818181816,13,73,53.8120453464017,19.187954653598297,5.615384615384615,1.4759965118152536,0.46153846153846156,0,00-0038120,Breece,Hall,20,B.Hall
2022,REG,0,Michael Carter,RB,NYJ,3.4804819277108434,11.76470588235294,2.8817500000000003,17,83,80.79538816128702,-4.795388161287022,4.882352941176471,-0.31969254408580144,0.3333333333333333,0,00-0036924,Michael,Carter,32,M.Carter
2022,REG,0,Ezekiel Elliott,RB,DAL,4.093142857142857,8.0,2.817,25,105,119.57014398678699,-16.570143986786988,4.2,-0.6904226661161245,0.4166666666666667,0,00-0033045,Ezekiel,Elliott,21,E.Elliott
2022,REG,0,Melvin Gordon,RB,DEN,3.784476190476191,4.545454545454546,2.9269473684210525,22,105,99.00168886043599,-2.0016888604359906,4.7727272727272725,-0.0953185171636186,0.5238095238095238,0,00-0032144,Melvin,Gordon,25,M.Gordon
2022,REG,0,Tyler Allgeier,RB,ATL,4.193666666666667,0.0,2.7754000000000003,10,30,34.48534316242173,-4.485343162421728,3.0,-0.44853431624217277,0.3,0,00-0037263,Tyler,Allgeier,25,T.Allgeier
2022,REG,0,Aaron Jones,RB,GB,2.585635359116022,0.0,2.7387368421052627,20,181,87.55071226370774,88.44928773629226,9.05,4.913849318682903,0.7222222222222222,1,00-0033293,Aaron,Jones,33,A.Jones
2022,REG,0,Jeffery Wilson,RB,SF,4.333867924528302,11.11111111111111,2.9045,27,106,99.63702070529939,6.362979294700608,3.925925925925926,0.23566589980372624,0.5555555555555556,0,00-0034115,Jeffery,Wilson,22,J.Wilson
2022,REG,0,Rex Burkhead,RB,HOU,4.5375,0.0,2.7207500000000002,14,40,56.59322082130543,-16.59322082130543,2.857142857142857,-1.1852300586646736,0.2857142857142857,0,00-0030288,Michael,Burkhead,28,R.Burkhead
2022,REG,0,James Conner,RB,ARI,4.944901960784314,5.88235294117647,2.5514375,17,51,67.1607254246832,-16.160725424683207,3.0,-0.9506309073343063,0.35294117647058826,1,00-0033553,James,Conner,6,J.Conner
2022,REG,0,Raheem Mostert,RB,MIA,4.7531343283582075,6.25,2.9759285714285713,16,67,70.34698463345255,-3.34698463345255,4.1875,-0.20918653959078437,0.375,0,00-0031687,Dominique,Mostert,31,R.Mostert
2022,REG,0,Antonio Gibson,RB,WAS,4.482906976744185,28.57142857142857,2.4781999999999997,28,86,87.00205250114887,-1.0020525011488672,3.0714285714285716,-0.03578758932674526,0.42857142857142855,1,00-0036328,Antonio,Gibson,24,A.Gibson
2022,REG,0,Jonathan Taylor,RB,IND,2.9603720930232553,7.5,3.033833333333333,40,215,179.7668294184544,34.23317058154561,5.375,0.8777736046550155,0.48717948717948717,1,00-0036223,Jonathan,Taylor,28,J.Taylor
2022,REG,0,Joe Mixon,RB,CIN,4.8025899280575555,19.565217391304348,2.8059999999999996,46,139,167.27669747616676,-30.27669747616676,3.0217391304347827,-0.6881067608219719,0.2727272727272727,0,00-0033897,Joe,Mixon,28,J.Mixon
2022,REG,0,David Montgomery,RB,CHI,3.7328378378378395,25.0,2.9114482758620697,32,148,118.35677818029734,29.64322181970266,4.625,0.9263506818657081,0.3125,0,00-0035685,David,Montgomery,32,D.Montgomery
2022,REG,0,Clyde Edwards-Helaire,RB,KC,2.4620689655172416,13.333333333333334,2.7685999999999997,15,116,58.38258232953618,5.617417670463823,7.733333333333333,0.40124411931884446,0.2857142857142857,0,00-0036360,Clyde,Edwards-Helaire,25,C.Edwards-Helaire
2022,REG,0,Darrell Henderson,RB,LAR,3.473191489361702,0.0,2.825045454545455,23,94,87.6996928514215,3.300307148578497,4.086956521739131,0.15715748326564272,0.38095238095238093,1,00-0035664,Darrell,Henderson,27,D.Henderson
2022,REG,0,Tony Pollard,RB,DAL,5.154705882352941,40.0,2.854,15,51,38.089454417967275,12.910545582032725,3.4,0.8607030388021817,0.5333333333333333,1,00-0035261,Tony,Pollard,20,T.Pollard
2022,REG,0,Kenyan Drake,RB,BAL,6.48102564102564,52.94117647058824,3.1460000000000004,17,39,62.84136104149057,-23.841361041490572,2.2941176470588234,-1.402433002440622,0.23529411764705882,0,00-0033118,Kenyan,Drake,17,K.Drake
2022,REG,0,Jamaal Williams,RB,DET,3.7474074074074077,34.78260869565217,2.720318181818182,23,81,86.71072003100083,-5.710720031000832,3.5217391304347827,-0.24829217526090575,0.43478260869565216,2,00-0033948,Jamaal,Williams,30,J.Williams
2022,REG,0,Christian McCaffrey,RB,CAR,3.1076296296296295,20.0,2.5505,25,135,118.1208413476327,13.879158652367295,5.4,0.5782982771819706,0.3333333333333333,1,00-0033280,Christian,McCaffrey,22,C.McCaffrey
2022,REG,0,Mark Ingram,RB,NO,3.1581707317073175,28.57142857142857,2.8712857142857144,14,82,71.44980000586288,10.550199994137117,5.857142857142857,0.753585713866937,0.5714285714285714,0,00-0027966,Mark,Ingram,22,M.Ingram
2022,REG,0,Chase Edmonds,RB,MIA,4.798620689655173,11.76470588235294,2.548714285714286,17,58,99.19597113227759,-41.19597113227759,3.411764705882353,-2.423292419545741,0.17647058823529413,0,00-0034681,Chase,Edmonds,2,C.Edmonds
2022,REG,0,Cam Akers,RB,LAR,6.737954545454546,11.11111111111111,3.0280666666666667,18,44,58.30448973182067,-14.304489731820667,2.4444444444444446,-0.8414405724600392,0.35294117647058826,0,00-0036414,Cam,Akers,3,C.Akers
2022,REG,0,A.J. Dillon,RB,GB,3.7819811320754715,0.0,2.6215200000000003,28,106,107.7192190093811,-3.7192190093811064,3.7857142857142856,-0.13774885219930025,0.48148148148148145,1,00-0036265,Algiers,Dillon,28,A.Dillon
2022,REG,0,Josh Jacobs,RB,LV,3.464206349206349,24.137931034482758,2.5920370370370365,29,126,103.77339073934215,17.226609260657852,4.344827586206897,0.6152360450234947,0.5,0,00-0035700,Joshua,Jacobs,28,J.Jacobs
2022,REG,0,Saquon Barkley,RB,NYG,2.9354661016949155,15.384615384615385,2.7741176470588242,39,236,147.40967677343113,85.59032322656887,6.051282051282051,2.25237692701497,0.5,1,00-0034844,Saquon,Barkley,26,S.Barkley
2022,REG,0,James Robinson,RB,JAX,3.9132307692307684,5.88235294117647,2.7880344827586203,34,130,156.32687316971834,-27.32687316971834,3.823529411764706,-0.8280870657490406,0.21212121212121213,2,00-0035831,James,Robinson,25,J.Robinson
2022,REG,0,Devin Singletary,RB,BUF,3.259850746268657,7.142857142857142,2.903538461538461,14,67,60.09221763184934,6.907782368150663,4.785714285714286,0.49341302629647593,0.5714285714285714,0,00-0035250,Devin,Singletary,26,D.Singletary
2022,REG,1,Derrick Henry,RB,TEN,4.822682926829269,38.095238095238095,3.028714285714286,21,82,92.81612196872547,-12.816121968725469,3.9047619047619047,-0.6408060984362735,0.4,0,00-0032764,Derrick,Henry,22,D.Henry
2022,REG,1,Jonathan Taylor,RB,IND,3.027267080745342,0.0,3.072111111111112,31,161,132.46172047842703,27.538279521572974,5.193548387096774,0.9179426507190992,0.5333333333333333,1,00-0036223,Jonathan,Taylor,28,J.Taylor
2022,REG,1,Christian McCaffrey,RB,CAR,3.2975757575757583,30.0,2.3414444444444444,10,33,40.57081780719095,-7.570817807190949,3.3,-0.7570817807190948,0.4,1,00-0033280,Christian,McCaffrey,22,C.McCaffrey
2022,REG,1,James Robinson,RB,JAX,3.0589393939393936,0.0,2.6683636363636367,11,66,57.837145283137055,8.162854716862945,6.0,0.742077701532995,0.2727272727272727,1,00-0035831,James,Robinson,25,J.Robinson
2022,REG,1,David Montgomery,RB,CHI,8.120384615384616,47.05882352941176,3.049733333333333,17,26,55.77634054083883,-29.77634054083883,1.5294117647058822,-1.7515494435787549,0.058823529411764705,0,00-0035685,David,Montgomery,32,D.Montgomery
2022,REG,1,Kenyan Drake,RB,BAL,5.1725806451612915,27.27272727272727,3.158888888888889,11,31,45.1876563451452,-14.1876563451452,2.8181818181818183,-1.2897869404677456,0.2727272727272727,0,00-0033118,Kenyan,Drake,17,K.Drake
2022,REG,1,Josh Jacobs,RB,LV,3.044736842105263,20.0,2.413333333333333,10,57,59.26869454901714,-2.268694549017141,5.7,-0.22686945490171412,0.4,0,00-0035700,Joshua,Jacobs,28,J.Jacobs
2022,REG,1,Dalvin Cook,RB,MIN,3.992222222222222,20.0,2.8614444444444445,20,90,105.59177480219188,-15.591774802191878,4.5,-0.7795887401095939,0.2,0,00-0033893,Dalvin,Cook,4,D.Cook
2022,REG,1,Saquon Barkley,RB,NYG,2.308353658536585,5.555555555555555,2.5746249999999997,18,164,76.38104523606043,87.61895476393957,9.11111111111111,4.867719709107754,0.6111111111111112,1,00-0034844,Saquon,Barkley,26,S.Barkley
2022,REG,1,Darrell Henderson,RB,LAR,3.749148936170213,0.0,2.825583333333333,13,47,48.66520151939952,-1.6652015193995169,3.6153846153846154,-0.12809242456919362,0.3076923076923077,0,00-0035664,Darrell,Henderson,27,D.Henderson
2022,REG,1,Kareem Hunt,RB,CLE,3.8100000000000005,45.45454545454545,2.9118999999999997,11,46,34.47876729119465,11.52123270880535,4.181818181818182,1.0473847917095773,0.5454545454545454,1,00-0033923,Kareem,Hunt,27,K.Hunt
2022,REG,1,Miles Sanders,RB,PHI,2.6846874999999994,30.76923076923077,2.891,13,96,39.77938434150468,32.22061565849532,7.384615384615385,2.68505130487461,0.75,1,00-0035243,Miles,Sanders,26,M.Sanders
2022,REG,1,Cordarrelle Patterson,RB,ATL,3.1883333333333326,13.636363636363635,2.6467619047619046,22,120,111.01509001417415,8.984909985825851,5.454545454545454,0.4084049993557205,0.45454545454545453,1,00-0030578,Cordarrelle,Patterson,84,C.Patterson
2022,REG,1,Ezekiel Elliott,RB,DAL,3.647884615384616,10.0,2.8179,10,52,51.420531056889956,-1.4205310568899563,5.2,-0.15783678409888402,0.4444444444444444,0,00-0033045,Ezekiel,Elliott,21,E.Elliott
2022,REG,1,Najee Harris,RB,PIT,5.901739130434784,30.0,2.4379999999999997,10,23,39.387025706645595,-16.387025706645595,2.3,-1.6387025706645595,0.1,0,00-0036893,Najee,Harris,22,N.Harris
2022,REG,1,A.J. Dillon,RB,GB,3.2973333333333334,0.0,2.6130000000000004,10,45,41.25125763111715,1.7487423688828514,4.5,0.19430470765365015,0.4444444444444444,1,00-0036265,Algiers,Dillon,28,A.Dillon
2022,REG,1,Melvin Gordon,RB,DEN,3.502586206896552,8.333333333333332,2.7564,12,58,63.63782344114007,-5.637823441140071,4.833333333333333,-0.4698186200950059,0.5,0,00-0032144,Melvin,Gordon,25,M.Gordon
2022,REG,1,Rex Burkhead,RB,HOU,4.537499999999999,0.0,2.7207500000000002,14,40,56.59322082130543,-16.59322082130543,2.857142857142857,-1.1852300586646736,0.2857142857142857,0,00-0030288,Michael,Burkhead,28,R.Burkhead
2022,REG,1,Leonard Fournette,RB,TB,3.1530708661417326,19.047619047619047,2.8943684210526315,21,127,85.58245500831694,41.41754499168306,6.0476190476190474,1.9722640472230029,0.6190476190476191,0,00-0033856,Leonard,Fournette,7,L.Fournette
2022,REG,1,James Conner,RB,ARI,5.93076923076923,10.0,2.4458888888888897,10,26,35.2857045679136,-9.285704567913598,2.6,-0.9285704567913597,0.4,1,00-0033553,James,Conner,6,J.Conner
2022,REG,1,Jamaal Williams,RB,DET,4.686428571428572,36.36363636363637,2.6646,11,28,39.82353293170781,-11.82353293170781,2.5454545454545454,-1.0748666301552554,0.36363636363636365,2,00-0033948,Jamaal,Williams,30,Ja.Williams
2022,REG,1,Joe Mixon,RB,CIN,4.657804878048781,7.4074074074074066,2.9301363636363633,27,82,88.78365736948909,-6.783657369489092,3.037037037037037,-0.2512465692403367,0.2222222222222222,0,00-0033897,Joe,Mixon,28,J.Mixon
2022,REG,1,Chase Edmonds,RB,MIA,7.268400000000001,16.666666666666664,2.6215,12,25,67.14038863620948,-42.14038863620948,2.0833333333333335,-3.5116990530174568,0.16666666666666666,0,00-0034681,Chase,Edmonds,2,C.Edmonds
2022,REG,1,Michael Carter,RB,NYJ,3.3270000000000004,0.0,3.1284,10,60,53.049099118675095,5.950900881324905,6.0,0.6612112090361006,0.4444444444444444,0,00-0036924,Michael,Carter,32,Mi.Carter
2022,REG,1,Austin Ekeler,RB,LAC,5.671944444444444,14.285714285714285,2.968666666666667,14,36,43.96403590142675,-7.964035901426747,2.5714285714285716,-0.5688597072447676,0.35714285714285715,0,00-0033699,Austin,Ekeler,30,A.Ekeler
2022,REG,1,Rashaad Penny,RB,SEA,3.507333333333334,0.0,2.96575,12,60,53.89591871754542,2.1040812824545796,5.0,0.19128011658677996,0.2727272727272727,0,00-0034750,Rashaad,Penny,20,R.Penny
2022,REG,1,Dameon Pierce,RB,HOU,4.924848484848485,0.0,3.0766999999999998,11,33,51.63202861554751,-18.63202861554751,3.0,-1.693820783231592,0.18181818181818182,0,00-0037258,Dameon,Pierce,31,D.Pierce
2022,REG,1,D'Andre Swift,RB,DET,2.314305555555556,6.666666666666667,2.5470666666666664,15,144,92.54290541233999,51.45709458766001,9.6,3.430472972510667,0.4,1,00-0036275,D'Andre,Swift,32,D.Swift
2022,REG,1,Antonio Gibson,RB,WAS,3.39,42.857142857142854,2.4453076923076926,14,58,46.30874410011035,11.691255899889647,4.142857142857143,0.8350897071349748,0.42857142857142855,0,00-0036328,Antonio,Gibson,24,A.Gibson
2022,REG,1,Nick Chubb,RB,CLE,3.3797872340425528,22.727272727272727,3.2211428571428575,22,141,89.47203421984527,51.52796578015473,6.409090909090909,2.342180262734306,0.5454545454545454,0,00-0034791,Nicholas,Chubb,24,N.Chubb
2022,REG,1,Isiah Pacheco,RB,KC,3.3317741935483873,66.66666666666666,2.7929000000000004,12,62,39.562863672991,22.437136327009,5.166666666666667,1.8697613605840833,0.4166666666666667,1,00-0037197,Isiah,Pacheco,10,I.Pacheco
2022,REG,2,Antonio Gibson,RB,WAS,6.746785714285714,14.285714285714285,2.513833333333334,14,28,40.69330840103851,-12.693308401038507,2.0,-0.9066648857884648,0.42857142857142855,1,00-0036328,Antonio,Gibson,24,A.Gibson
2022,REG,2,Najee Harris,RB,PIT,5.103469387755102,20.0,3.1998,15,49,73.34289036651973,-24.342890366519725,3.2666666666666666,-1.6228593577679817,0.13333333333333333,0,00-0036893,Najee,Harris,22,N.Harris
2022,REG,2,Saquon Barkley,RB,NYG,4.363888888888888,23.809523809523807,2.9514444444444448,21,72,71.02863153737069,-2.0286315373706856,3.4285714285714284,-0.10143157686853428,0.4,0,00-0034844,Saquon,Barkley,26,S.Barkley
2022,REG,2,Jeffery Wilson,RB,SF,3.6722619047619043,5.555555555555555,2.8043125000000004,18,84,73.52433483322486,10.475665166775144,4.666666666666667,0.5819813981541747,0.6111111111111112,0,00-0034115,Jeffery,Wilson,22,J.Wilson
2022,REG,2,Nick Chubb,RB,CLE,4.217586206896552,23.52941176470588,3.348,17,87,74.98258727505511,12.01741272494489,5.117647058823529,0.7069066308791112,0.47058823529411764,3,00-0034791,Nicholas,Chubb,24,N.Chubb
2022,REG,2,Damien Harris,RB,NE,3.089014084507042,6.666666666666667,2.4397142857142855,15,71,62.868134427853114,8.131865572146886,4.733333333333333,0.5421243714764591,0.6,1,00-0035657,Damien,Harris,37,D.Harris
2022,REG,2,Javonte Williams,RB,DEN,3.8097333333333334,0.0,3.2192857142857143,15,75,71.51572884959825,3.484271150401753,5.0,0.23228474336011687,0.4,0,00-0036997,Javonte,Williams,33,J.Williams
2022,REG,2,Jamaal Williams,RB,DET,3.2513207547169816,33.33333333333333,2.76675,12,53,46.887187099293044,6.112812900706956,4.416666666666667,0.509401075058913,0.5,0,00-0033948,Jamaal,Williams,30,Ja.Williams
2022,REG,2,Joe Mixon,RB,CIN,5.010877192982456,36.84210526315789,2.64535294117647,19,57,78.49304010667767,-23.493040106677668,3.0,-1.3819435356869216,0.35294117647058826,0,00-0033897,Joe,Mixon,28,J.Mixon
2022,REG,2,Austin Ekeler,RB,LAC,5.708205128205128,14.285714285714285,2.59875,14,39,53.52600929517416,-10.526009295174163,2.7857142857142856,-0.8096930227057049,0.23076923076923078,0,00-0033699,Austin,Ekeler,30,A.Ekeler
2022,REG,2,Tyrion Davis-Price,RB,SF,5.813030303030303,42.857142857142854,2.6421,14,33,28.412406968788076,4.587593031211924,2.357142857142857,0.32768521651513743,0.42857142857142855,0,00-0037827,Tyrion,Davis-Price,32,T.Davis-Price
2022,REG,2,Leonard Fournette,RB,TB,5.377076923076924,20.833333333333336,3.2642272727272736,24,65,89.33827862769915,-24.338278627699154,2.7083333333333335,-1.0140949428207982,0.2916666666666667,0,00-0033856,Leonard,Fournette,7,L.Fournette
2022,REG,2,Miles Sanders,RB,PHI,3.267875,0.0,2.7893749999999997,17,80,84.54140570307658,-7.5414057030765775,4.705882352941177,-0.4713378564422861,0.25,0,00-0035243,Miles,Sanders,26,M.Sanders
2022,REG,2,Cordarrelle Patterson,RB,ATL,4.077804878048781,10.0,2.8923,10,41,43.96979856385071,-2.969798563850709,4.1,-0.2969798563850709,0.6,0,00-0030578,Cordarrelle,Patterson,84,C.Patterson
2022,REG,2,A.J. Dillon,RB,GB,4.139508196721311,0.0,2.6272,18,61,66.46796137826394,-5.4679613782639365,3.388888888888889,-0.30377563212577424,0.5,0,00-0036265,Algiers,Dillon,28,A.Dillon
2022,REG,2,Aaron Jones,RB,GB,2.7032575757575747,0.0,2.8754999999999997,15,132,70.78141935402559,58.21858064597441,8.8,4.158470046141029,0.7142857142857143,1,00-0033293,Aaron,Jones,33,A.Jones
2022,REG,2,Dameon Pierce,RB,HOU,3.558260869565217,20.0,2.8264615384615386,15,69,57.73451914238359,11.26548085761641,4.6,0.7510320571744273,0.4666666666666667,0,00-0037258,Dameon,Pierce,31,D.Pierce
2022,REG,2,James Robinson,RB,JAX,4.79421875,8.695652173913043,2.8611666666666666,23,64,98.4897278865813,-35.489727886581306,2.782608695652174,-1.6131694493900595,0.18181818181818182,1,00-0035831,James,Robinson,25,J.Robinson
2022,REG,2,Ezekiel Elliott,RB,DAL,4.529999999999999,6.666666666666667,2.816357142857143,15,53,68.14961292989703,-15.149612929897032,3.533333333333333,-1.0099741953264687,0.4,0,00-0033045,Ezekiel,Elliott,21,E.Elliott
2022,REG,2,Derrick Henry,RB,TEN,7.630800000000001,15.384615384615385,2.832625,13,25,58.28371265999683,-33.28371265999683,1.9230769230769231,-2.560285589230525,0.38461538461538464,1,00-0032764,Derrick,Henry,22,D.Henry
2022,REG,2,James Cook,RB,BUF,3.9188679245283016,0.0,3.0107272727272725,11,53,64.28895484861658,-11.288954848616584,4.818181818181818,-1.0262686226015076,0.18181818181818182,0,00-0037248,James,Cook,28,J.Cook
2022,REG,2,Melvin Gordon,RB,DEN,4.1323404255319165,0.0,3.1164444444444444,10,47,35.36386541929592,3.6361345807040806,4.7,0.4040149534115645,0.5555555555555556,0,00-0032144,Melvin,Gordon,25,M.Gordon
2022,REG,2,Raheem Mostert,RB,MIA,4.834705882352941,0.0,3.1298999999999997,11,51,54.26378811273308,-3.2637881127330814,4.636363636363637,-0.29670801024846194,0.45454545454545453,0,00-0031687,Dominique,Mostert,31,R.Mostert
2022,REG,2,David Montgomery,RB,CHI,2.7977868852459022,0.0,2.763285714285715,15,122,62.58043763945852,59.41956236054148,8.133333333333333,3.961304157369432,0.6,0,00-0035685,David,Montgomery,32,D.Montgomery
2022,REG,2,Mark Ingram,RB,NO,3.1736666666666675,40.0,3.03,10,60,51.68138444780675,8.31861555219325,6.0,0.831861555219325,0.5,0,00-0027966,Mark,Ingram,22,M.Ingram
2022,REG,2,Josh Jacobs,RB,LV,3.8107246376811594,26.31578947368421,2.681388888888889,19,69,44.504696190325,19.495303809675,3.6315789473684212,1.0830724338708333,0.5555555555555556,0,00-0035700,Joshua,Jacobs,28,J.Jacobs
2022,REG,2,Tyler Allgeier,RB,ATL,4.193666666666667,0.0,2.7754,10,30,34.48534316242173,-4.485343162421728,3.0,-0.44853431624217277,0.3,0,00-0037263,Tyler,Allgeier,25,T.Allgeier
2022,REG,2,Cam Akers,RB,LAR,5.5784090909090915,13.333333333333334,2.7907500000000005,15,44,51.68783409137207,-7.687834091372068,2.933333333333333,-0.5125222727581379,0.4,0,00-0036414,Cam,Akers,3,C.Akers
2022,REG,2,Kareem Hunt,RB,CLE,3.807931034482758,46.15384615384615,3.0566666666666666,13,58,43.02860023586011,14.971399764139889,4.461538461538462,1.1516461357030683,0.38461538461538464,0,00-0033923,Kareem,Hunt,27,K.Hunt
2022,REG,2,Christian McCaffrey,RB,CAR,3.0461764705882355,13.333333333333334,2.6952307692307693,15,102,77.55002354044176,21.449976459558243,6.8,1.5321411756827317,0.2857142857142857,0,00-0033280,Christian,McCaffrey,22,C.McCaffrey
2022,REG,2,Darrell Henderson,RB,LAR,3.197234042553191,0.0,2.8244,10,47,39.03449133202199,4.965508667978007,4.7,0.6206885834972509,0.5,1,00-0035664,Darrell,Henderson,27,D.Henderson
