player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
00-0032211,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,12,15,135.0,0,0.0,0.0,147.0,27.0,8.0,4.182967769331299,0,1.8722969023962595,0.5148148148148148,0.9089324618736383,1.4084749455337688,0.0,13.500000000000002,25.500000000000004,2,0.2542372881355932,0.4681528662420382,0.15606936416184972,0.7558782251970204,0.34438775510204084,0.0,0.42105263157894735,0.38095238095238093,0.17219387755102042,0.2755102040816327,2.288135593220339,0.19161406672678089
00-0032214,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,2,9.0,0,0.0,0.0,33.0,3.0,0.0,-0.3242325395112857,0,0.2727272727272727,0.07692307692307693,0.15865384615384615,0.22644230769230766,0.0,0.9,1.9,1,0.07142857142857142,0.16417910447761194,0.05263157894736842,0.23848614072494667,0.054878048780487805,,0.0,0.0,,,0.32142857142857145,0.03419726421886249
00-0032268,2022,REG,37,59,411.0,2,2.0,3.0,25.0,1,1,487.0,160.0,19.0,2.3011138810213145,1,1.7185089084933403,0.16565599242384366,18,88.0,1,2.0,1.0,4.0,-2.830575416388456,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33.24,33.24,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21356977640709332
00-0032385,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,8,14,105.0,1,0.0,0.0,127.0,40.0,2.0,1.156775591283548,0,2.0904761904761906,0.5029761904761905,0.7792929292929293,1.2999693362193363,0.0,16.5,24.5,2,0.2545454545454545,0.3956386292834891,0.2484472049689441,0.6983290852449731,0.28846153846153844,0.3333333333333333,0.13333333333333333,0.16666666666666666,0.3108974358974359,0.29743589743589743,1.9090909090909092,0.1530675996501312
00-0032392,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,6,25.0,0,0.0,0.0,52.0,3.0,1.0,-0.6861184178269468,0,1.0523809523809524,0.24633431085043989,0.24343798250128668,0.5399080540265604,0.0,2.5,4.5,2,0.10526315789473684,0.10420841683366733,0.02054794520547945,0.2412614703090391,0.06426735218508997,0.0,0.05263157894736842,0.047619047619047616,0.032133676092544985,0.05141388174807198,0.43859649122807015,0.036360698125404003
00-0032398,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,7,45.0,0,0.0,0.0,39.0,21.0,2.0,2.9658413819852285,0,2.6500000000000004,0.19144144144144143,0.1362421413243986,0.3825316610892412,0.0,4.5,9.5,2,0.09333333333333334,0.06902654867256637,0.12804878048780488,0.1952212389380531,0.1079136690647482,0.0,0.1111111111111111,0.1,0.0539568345323741,0.08633093525179857,0.6,0.07085322195704058
00-0032436,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,15.0,0,0.0,0.0,2.0,2.324515167158097,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011187350835322197
00-0032450,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,18.0,0,0.0,0.0,2.0,0.6065756761236116,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026377491207502927
00-0032464,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0,0.0,0.0,39.0,0.0,0.0,-1.2976578040397726,0,0.0,0.05405405405405406,0.12745098039215685,0.17029676735559088,0.0,0.0,0.0,1,0.05405405405405406,0.12745098039215685,0.0,0.18304186539480657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0032602,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6,17.0,0,0.0,0.0,2.0,-1.1358370173256844,0,10,10,74.0,0,0.0,0.0,20.0,54.0,4.0,2.8538249150733463,1,22.842105263157894,0.23226164079822614,0.04978973927670311,0.3832452786910314,0.0,11.100000000000001,21.1,2,0.11494252873563218,0.028368794326241134,0.17088607594936708,0.1951088285644412,0.11384615384615385,0.0,0.12903225806451613,0.10526315789473684,0.05692307692307692,0.09107692307692308,0.8505747126436781,0.08744301699129714
00-0032688,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,8,13,134.0,1,1.0,1.0,108.0,62.0,2.0,1.0080009546363726,0,2.299248120300752,0.4928774928774929,0.6018539843390143,1.1606140283535493,0.0,17.400000000000002,25.400000000000002,2,0.23214285714285715,0.2776349614395887,0.29523809523809524,0.5703222548659567,0.3526315789473684,0.5,0.14285714285714285,0.1875,0.4263157894736842,0.3821052631578947,2.392857142857143,0.1935975609756098
00-0032725,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2.0,0,0.0,0.0,2.0,0.0,0.0,-0.4703884811606258,0,1.0,0.02127659574468085,0.008368200836820083,0.037772634202795335,0.0,0.2,1.2,1,0.02040816326530612,0.00823045267489712,0.0,0.03719660703787688,0.007220216606498195,0.0,0.0,0.0,0.0036101083032490976,0.0057761732851985565,0.04081632653061224,0.010901162790697673
00-0032764,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,34,107.0,1,1.0,0.0,2.0,-6.471645200625062,0,0,1,0.0,0,0.0,0.0,-1.0,0.0,0.0,-1.4358648628039585,0,0.0,0.03225806451612903,-0.0034482758620689655,0.04597330367074527,0.0,16.700000000000003,16.700000000000003,2,0.017543859649122806,-0.002004008016032064,0.0,0.024712583060858558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13493859082094378
00-0032765,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,11,17,122.0,3,0.0,0.0,197.0,12.0,10.0,11.753047784732189,0,1.2440575479566305,0.475,0.5013511627611931,1.063445813932835,0.0,30.2,41.2,2,0.22972972972972974,0.23849878934624696,0.09302325581395349,0.5353936260715922,0.24158415841584158,1.0,0.47619047619047616,0.5416666666666666,0.6207920792079208,0.3932673267326733,1.6486486486486487,0.23953488372093024
00-0032775,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,6,31.0,1,0.0,0.0,65.0,9.0,2.0,1.798918129876256,0,0.9634146341463414,0.20689655172413793,0.192910393746381,0.44538210320867355,0.0,9.1,12.1,2,0.1016949152542373,0.09643916913946587,0.04245283018867924,0.22969370819292864,0.0583804143126177,0.16666666666666666,0.09523809523809523,0.1111111111111111,0.11252354048964218,0.0800376647834275,0.5254237288135594,0.05927304790829823
00-0032897,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2.0,0,0.0,0.0,1.0,0.4828791890759021,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030478512648582754
00-0032918,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,6.0,0,0.0,0.0,-5.0,11.0,1.0,0.45790322264656425,0,-1.2,0.03225806451612903,-0.030864197530864196,0.02678215850258861,0.0,0.6000000000000001,1.6,1,0.03125,-0.03048780487804878,0.07236842105263158,0.022484756097560975,0.021660649819494584,0.0,0.08333333333333333,0.07142857142857142,0.010830324909747292,0.017328519855595668,0.1875,0.016952744225471498
00-0032950,2022,REG,57,87,650.0,7,3.0,6.0,37.0,1,0,705.0,316.0,31.0,10.884924024518114,2,1.8913585375986706,0.22655677083012712,8,35.0,0,0.0,0.0,2.0,3.0853103193221614,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,55.5,55.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23000414421881474
00-0033009,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,9,50.0,1,0.0,0.0,101.0,4.0,3.0,-6.896602260007057,1,1.5935960591133003,0.18921832884097034,0.3162363390952236,0.505192930628112,0.0,13.0,19.0,2,0.10112359550561797,0.18100358422939067,0.013333333333333334,0.29648826064193945,0.0931098696461825,0.3333333333333333,0.08571428571428572,0.10526315789473684,0.2132216014897579,0.14115456238361268,0.5617977528089888,0.10417808970281829
00-0033040,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6.0,0,0.0,0.0,0.0,0.1802546710241586,0,19,25,284.0,2,1.0,0.0,247.0,104.0,11.0,11.919483400837835,0,2.239196915303816,0.6470967741935484,0.800446238844029,1.5309575284811427,0.0,41.0,60.0,2,0.30120481927710846,0.3877551020408163,0.3076923076923077,0.7620113105483157,0.38430311231393777,0.2857142857142857,0.3142857142857143,0.30952380952380953,0.33500869901411173,0.3645853469940074,3.4216867469879517,0.2463458696009197
00-0033045,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,25,105.0,0,0.0,0.0,6.0,-1.8755856528296135,0,2,4,-7.0,0,0.0,0.0,-11.0,2.0,0.0,-3.8148118291865103,0,1.3,0.11544715447154472,-0.04461881326028415,0.14193756242511818,0.0,9.8,11.8,2,0.0547945205479452,-0.020560747663551402,0.010810810810810811,0.06574318269107668,-0.016166281755196306,0.0,0.0,0.0,-0.008083140877598153,-0.012933025404157045,-0.0958904109589041,0.09047692071768135
00-0033077,2022,REG,14,29,134.0,0,1.0,2.0,13.0,0,0,202.0,56.0,6.0,-12.48292489218972,0,0.6633663366336634,-0.09295053635881032,2,11.0,0,0.0,0.0,1.0,1.2827213648706675,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.460000000000001,4.460000000000001,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0828688219992568
00-0033090,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,4,20.0,0,0.0,0.0,43.0,5.0,1.0,-3.128203793312423,0,0.5263157894736842,0.12941176470588237,0.1519239872861297,0.30046443815911433,0.0,2.0,4.0,2,0.06153846153846154,0.07095709570957096,0.028901734104046242,0.14907336887534908,0.043010752688172046,0.0,0.05,0.045454545454545456,0.021505376344086023,0.03440860215053764,0.3076923076923077,0.027529249827942186
00-0033106,2022,REG,41,71,471.0,6,1.0,4.0,32.0,1,0,603.0,249.0,24.0,-0.8915429200231979,0,1.564567241037829,0.03849678851387843,4,7.0,0,0.0,0.0,1.0,-0.5490625835955143,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,41.540000000000006,41.540000000000006,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188698101208322
00-0033110,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,12,20,110.0,0,0.0,0.0,76.0,67.0,7.0,-9.4522413003142,0,3.298245614035088,0.5254355400696864,0.3084135706003932,1.0040428095248048,0.0,11.0,23.0,2,0.2597402597402597,0.1557377049180328,0.27235772357723576,0.5142005535448158,0.21484375,0.0,0.23333333333333334,0.20588235294117646,0.107421875,0.171875,1.4285714285714286,0.13265659245587727
00-0033114,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,5,5.0,0,0.0,0.0,64.0,1.0,0.0,-2.6629080892307684,1,0.078125,0.09433962264150944,0.1792717086834734,0.26699963004069555,0.0,2.5,3.5,1,0.09433962264150944,0.1792717086834734,0.005208333333333333,0.2849268009090429,0.014792899408284023,0.0,0.0,0.0,0.0073964497041420114,0.011834319526627219,0.09433962264150944,0.032521836089946105
00-0033118,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,17,39.0,0,0.0,0.0,1.0,-6.726348677591886,0,1,1,15.0,0,0.0,0.0,-3.0,18.0,1.0,1.0874003960052505,0,-5.0,0.034482758620689655,-0.008522727272727272,0.04575822884012539,0.0,5.4,6.4,2,0.01694915254237288,-0.004451038575667656,0.08490566037735849,0.0218628979530252,0.02824858757062147,0.0,0.047619047619047616,0.037037037037037035,0.014124293785310734,0.022598870056497175,0.2542372881355932,0.03135103360438915
00-0033119,2022,REG,40,61,376.0,2,1.0,2.0,17.0,0,0,377.0,194.0,22.0,6.515704539778055,0,2.3679357339334834,0.31949374966794075,10,53.0,0,0.0,0.0,4.0,3.4914458791026846,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.34,26.34,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507382396703674
00-0033217,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,5,35.0,0,0.0,0.0,29.0,14.0,2.0,0.7981267218710855,0,2.5625,0.1442646023926812,0.10067744473013748,0.2868711149001181,0.0,3.5,6.5,2,0.0625,0.04923599320882852,0.059322033898305086,0.13313879456706282,0.06398537477148081,0.0,0.07692307692307693,0.07407407407407407,0.031992687385740404,0.051188299817184646,0.4375,0.04229567933368037
00-0033246,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,6,45.0,0,0.0,0.0,20.0,30.0,2.0,2.273037545121042,0,7.313725490196079,0.16344086021505377,0.08790627362055933,0.30669568185697216,0.0,4.5,9.5,2,0.07692307692307693,0.04739336492890995,0.1171875,0.15329930732774336,0.09036144578313253,0.0,0.07142857142857142,0.06451612903225806,0.045180722891566265,0.07228915662650602,0.5769230769230769,0.05845434408072852
00-0033251,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,3,21.0,0,0.0,0.0,8.0,13.0,2.0,2.1738693441729993,0,5.133333333333333,0.09899888765294772,0.04067741674094481,0.17697252319808293,0.0,2.1,5.1000000000000005,2,0.047619047619047616,0.019184652278177457,0.045774647887323945,0.08677629325111338,0.036458333333333336,0.0,0.08,0.07692307692307693,0.018229166666666668,0.02916666666666667,0.3333333333333333,0.024692553500532583
00-0033280,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,25,135.0,1,0.0,0.0,8.0,8.411478724556956,0,8,10,50.0,0,0.0,0.0,-13.0,63.0,2.0,1.1037190601346083,0,-28.0,0.3774928774928775,-0.076663979732842,0.512574530426327,0.0,24.5,32.5,2,0.17857142857142858,-0.033419023136246784,0.3,0.24112192434814542,0.13157894736842105,0.0,0.14285714285714285,0.125,0.06578947368421052,0.10526315789473684,0.8928571428571429,0.24771341463414637
00-0033282,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,38.0,0,1.0,1.0,2.0,-2.03223684016848,0,15,20,133.0,2,0.0,0.0,66.0,86.0,8.0,8.278781257977244,0,6.418181818181818,0.47283813747228387,0.17207737594617326,0.8297113693707471,0.0,27.1,42.099999999999994,2,0.22988505747126436,0.09361702127659574,0.2721518987341772,0.4197212032281732,0.20461538461538462,0.2857142857142857,0.25806451612903225,0.2631578947368421,0.24516483516483517,0.22083516483516483,1.528735632183908,0.17447161210111892
00-0033293,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,20,181.0,1,0.0,0.0,10.0,10.673473097442184,0,6,8,65.0,1,0.0,0.0,2.0,68.0,4.0,5.016348957462469,0,-0.41666666666666696,0.26285714285714284,0.024117848578280233,0.41116820829051043,0.0,36.6,42.6,2,0.125,0.00558659217877095,0.22666666666666666,0.19196927374301676,0.13157894736842105,0.5,0.17391304347826086,0.2,0.3157894736842105,0.20526315789473684,1.015625,0.24830962928421543
00-0033307,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,4,57.0,0,0.0,0.0,71.0,5.0,3.0,3.4218624414643273,0,1.596031746031746,0.1215686274509804,0.23909515114627714,0.3497195469788646,0.0,5.700000000000001,8.700000000000001,2,0.06153846153846154,0.11716171617161716,0.028901734104046242,0.18603706524498603,0.12258064516129032,0.0,0.15,0.13636363636363635,0.06129032258064516,0.09806451612903226,0.8769230769230769,0.059876118375774265
00-0033308,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6,20.0,0,0.0,0.0,1.0,0.04803442244883627,0,0,1,0.0,0,0.0,0.0,-2.0,0.0,0.0,-0.9013606095686555,0,0.0,0.03125,-0.010101010101010102,0.039804292929292925,0.0,2.0000000000000004,2.0000000000000004,2,0.01818181818181818,-0.006230529595015576,0.0,0.022288303596714812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01249531425715357
00-0033357,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,7,95.0,1,0.0,0.0,3.0,5.87616807455197,0,1,1,2.0,0,0.0,0.0,2.0,0.0,0.0,-0.273274828447029,0,1.0,0.03125,0.006711409395973154,0.05157298657718121,0.0,15.700000000000001,16.7,2,0.013513513513513514,0.002421307506053269,0.0,0.022207316275112885,0.0039603960396039604,0.0,0.0,0.0,0.0019801980198019802,0.0031683168316831685,0.02702702702702703,0.09709302325581395
00-0033376,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,5.0,0,0.0,0.0,1.0,0.5955445459112525,0,1,1,7.0,0,0.0,0.0,2.0,5.0,0.0,0.2751791076734662,0,3.5,0.034482758620689655,0.005681818181818182,0.05570141065830721,0.0,1.2000000000000002,2.2,2,0.01694915254237288,0.002967359050445104,0.02358490566037736,0.027797616053915408,0.013182674199623353,0.0,0.0,0.0,0.006591337099811676,0.010546139359698684,0.11864406779661017,0.01077691780150877
00-0033386,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,22.0,0,0.0,0.0,22.0,0.0,1.0,1.2687592809670605,0,1.0,0.03225806451612903,0.07586206896551724,0.10149054505005561,0.0,2.2,3.2,1,0.030303030303030304,0.07432432432432433,0.0,0.10491400491400492,0.08270676691729323,0.0,0.07692307692307693,0.06666666666666667,0.041353383458646614,0.06616541353383458,0.6666666666666666,0.036977120406748325
00-0033439,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,6,41.0,0,0.0,0.0,34.0,27.0,2.0,1.513284392625792,0,2.7,0.16291291291291293,0.11723073448029214,0.3264308835055738,0.0,4.1000000000000005,8.100000000000001,2,0.08,0.06017699115044248,0.16463414634146342,0.16814159292035397,0.09832134292565947,0.0,0.1111111111111111,0.1,0.049160671462829736,0.07865707434052759,0.5466666666666666,0.060411694510739876
00-0033455,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,2,6.0,0,0.0,0.0,8.0,2.0,0.0,-1.7812285391264595,0,0.75,0.0625,0.028368794326241134,0.1136081560283688,0.0,0.6000000000000001,1.6,1,0.06060606060606061,0.028368794326241134,0.02564102564102564,0.11360412637008382,0.027906976744186046,,0.0,0.0,,,0.18181818181818182,0.020460358056265986
00-0033466,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,6,56.0,1,0.0,0.0,52.0,6.0,3.0,-1.0291657249908894,0,2.1019490254872566,0.17369727047146402,0.1948699729998579,0.3969548868070965,0.0,11.600000000000001,15.600000000000001,2,0.08450704225352113,0.09792843691148775,0.02843601895734597,0.2051033129094719,0.09120521172638436,0.14285714285714285,0.10714285714285714,0.11428571428571428,0.1170311772917636,0.10153559795253606,0.7887323943661971,0.06837307152875176
00-0033526,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6.0,0,0.0,0.0,0.0,-0.44944486196618527,0,4,6,41.0,0,0.0,0.0,49.0,40.0,1.0,0.4693503431917634,0,8.6875,0.12291105121293801,0.1396351286628641,0.2821111668834119,0.0,4.7,8.7,2,0.06741573033707865,0.08781362007168458,0.13333333333333333,0.17137449156296564,0.07635009310986965,0.0,0.02857142857142857,0.02631578947368421,0.038175046554934824,0.06108007448789572,0.4606741573033708,0.04770259896918522
00-0033536,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,10,14,123.0,1,0.0,0.0,148.0,16.0,4.0,4.662014439310775,0,1.5575692963752665,0.3350383631713555,0.6551300236406619,0.9611485613054964,0.0,18.3,28.3,2,0.17073170731707318,0.3148936170212766,0.053691275167785234,0.508012454592631,0.200652528548124,0.16666666666666666,0.14814814814814814,0.15151515151515152,0.1836595976073953,0.19385535617183253,1.5,0.12986417033773862
00-0033553,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,17,51.0,1,1.0,0.0,4.0,-1.0246862456260715,0,7,10,55.0,0,0.0,0.0,26.0,66.0,4.0,-0.7459784416132607,0,5.511278195488722,0.25177304964539005,0.105813697423475,0.45172916266451757,0.0,16.6,23.6,2,0.11494252873563218,0.050980392156862744,0.23826714801444043,0.21319810682893847,0.11410788381742738,0.0,0.16,0.14285714285714285,0.05705394190871369,0.09128630705394192,0.632183908045977,0.1162103604490841
00-0033555,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,9,82.0,0,0.0,0.0,76.0,19.0,4.0,7.520998993888497,0,2.148633879781421,0.2336996336996337,0.3069832979988624,0.5654377591486542,0.0,8.200000000000001,14.200000000000001,2,0.11842105263157894,0.13240418118466898,0.06985294117647059,0.2835549238951036,0.14990859232175502,0.0,0.12903225806451613,0.11428571428571428,0.07495429616087751,0.11992687385740403,1.0789473684210527,0.08353923991057771
00-0033572,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,7.0,0,0.0,0.0,1.0,0.20691818371415138,0,1,2,6.0,0,0.0,0.0,39.0,8.0,0.0,-0.23487504082731903,0,0.0,0.05964912280701754,0.2026121855378893,0.2313022140870488,0.0,1.3000000000000003,2.3000000000000003,2,0.027777777777777776,0.06976744186046512,0.035555555555555556,0.09748062015503875,0.011764705882352941,0.0,0.0,0.0,0.0058823529411764705,0.009411764705882354,0.08333333333333333,0.012616566099835436
00-0033576,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,3,22.0,1,0.0,0.0,41.0,0.0,1.0,1.549924589227885,0,0.88,0.09581881533101044,0.15189357947604182,0.25005372862974495,0.0,8.2,9.2,2,0.0410958904109589,0.07441016333938294,0.0,0.12117196628794472,0.03935599284436494,0.5,0.041666666666666664,0.07692307692307693,0.2696779964221825,0.13148479427549195,0.3013698630136986,0.05733516141094353
00-0033591,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,10,14,159.0,1,0.0,0.0,161.0,40.0,9.0,11.66360438085394,0,1.9973684210526317,0.3861788617886179,0.6611260717491565,1.0420565429073365,0.0,21.9,31.900000000000002,2,0.1917808219178082,0.30093457943925234,0.21621621621621623,0.5284188964281142,0.3672055427251732,1.0,0.47368421052631576,0.5,0.6836027713625866,0.4937644341801386,2.1780821917808217,0.2445943873639013
00-0033662,2022,REG,26,44,299.0,1,0.0,3.0,17.0,0,0,333.0,129.0,13.0,0.6921716340887176,0,1.7331279449075752,0.12808024958954523,1,2.0,0,0.0,0.0,0.0,-0.4452244630083442,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.16,16.16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1239073761692992
