player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0033280,C.McCaffrey,Christian McCaffrey,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jfcr5eaays6lri4m7qum",CAR,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,10,33.0,1,0.0,0.0,3.0,0.8859975,0,4,5,24.0,0,0.0,0.0,-12.0,36.0,1.0,1.3649555,0,-2.0,0.1923077,-0.07185629,0.23816213,0.0,11.7,15.7
00-0033280,C.McCaffrey,Christian McCaffrey,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jfcr5eaays6lri4m7qum",CAR,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,15,102.0,0,0.0,0.0,5.0,7.525481,0,4,5,26.0,0,0.0,0.0,-1.0,27.0,1.0,-0.2612365,0,-26.0,0.18518518,-0.0048076925,0.2744124,0.0,12.8,16.8
00-0033282,C.Samuel,Curtis Samuel,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y7qqpnfdih0wi5soa8kn",WAS,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,4,17.0,0,1.0,1.0,1.0,-3.6417687,0,8,11,55.0,1,0.0,0.0,11.0,48.0,5.0,2.9889095,0,5.0,0.2682927,0.037931036,0.42899075,0.0,11.2,19.2
00-0033282,C.Samuel,Curtis Samuel,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y7qqpnfdih0wi5soa8kn",WAS,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,21.0,0,0.0,0.0,1.0,1.609532,0,7,9,78.0,1,0.0,0.0,55.0,38.0,3.0,5.2898717,0,1.4181818,0.20454545,0.13414635,0.40072063,0.0,15.9,22.9
00-0033293,A.Jones,Aaron Jones,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oo8yixhsahh4gznox7th",GB,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,5,49.0,0,0.0,0.0,3.0,2.5908806,0,3,5,27.0,0,0.0,0.0,-4.0,36.0,1.0,-0.2720802,0,-6.75,0.14285715,-0.01904762,0.20095238,0.0,7.6,10.6
00-0033293,A.Jones,Aaron Jones,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oo8yixhsahh4gznox7th",GB,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,15,132.0,1,0.0,0.0,7.0,8.082593,0,3,3,38.0,1,0.0,0.0,6.0,32.0,3.0,5.2884293,0,6.3333335,0.12,0.043165468,0.21021582,0.0,29.0,32.0
00-0033307,K.Bourne,Kendrick Bourne,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/avjyg0eicioviziqgho2",NE,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,41.0,0,0.0,0.0,36.0,5.0,1.0,2.6874022,0,1.1388888,0.033333335,0.12903225,0.14032258,0.0,4.1,5.1
00-0033307,K.Bourne,Kendrick Bourne,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/avjyg0eicioviziqgho2",NE,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,3,16.0,0,0.0,0.0,35.0,0.0,2.0,0.7344601,0,0.45714286,0.0882353,0.11006289,0.20939697,0.0,1.6,3.6
00-0033308,M.Breida,Matt Breida,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdc1k7xatfuh9s50vqtw",NYG,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,5,24.0,0,0.0,0.0,1.0,1.3101653,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,2.4,2.4
00-0033308,M.Breida,Matt Breida,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdc1k7xatfuh9s50vqtw",NYG,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,-4.0,0,0.0,0.0,0.0,-1.2621309,0,0,1,0.0,0,0.0,0.0,-2.0,0.0,0.0,-0.90136063,0,-0.0,0.03125,-0.01010101,0.039804295,0.0,-0.4,-0.4
00-0033357,T.Hill,Taysom Hill,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pjp1aahvacigoh0sorpg",NO,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,4,81.0,1,0.0,0.0,2.0,7.008201,0,1,1,2.0,0,0.0,0.0,2.0,0.0,0.0,-0.27327484,0,1.0,0.03125,0.0067114094,0.051572986,0.0,14.3,15.3
00-0033357,T.Hill,Taysom Hill,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pjp1aahvacigoh0sorpg",NO,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,3,14.0,0,0.0,0.0,1.0,-1.1320329,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,1.4,1.4
00-0033376,P.Ricard,Patrick Ricard,FB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wfjtva8ytwkmlcehbz4c",BAL,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,7.0,0,0.0,0.0,2.0,5.0,0.0,0.27517912,0,3.5,0.03448276,0.0056818184,0.055701412,0.0,0.7,1.7
00-0033376,P.Ricard,Patrick Ricard,FB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wfjtva8ytwkmlcehbz4c",BAL,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,5.0,0,0.0,0.0,1.0,0.5955445,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.5,0.5
00-0033386,C.Hollister,Cody Hollister,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oabhyr90yythhrmion4c",TEN,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,22.0,0,0.0,0.0,22.0,0.0,1.0,1.2687593,0,1.0,0.032258064,0.07586207,0.10149054,0.0,2.2,3.2
00-0033439,P.Brown,Pharaoh Brown,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/usqdlxj4jpqbtvsgaisk",HOU,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,17.0,0,0.0,0.0,10.0,7.0,1.0,0.91947395,0,1.7,0.027777778,0.038022812,0.068282634,0.0,1.7,2.7
00-0033439,P.Brown,Pharaoh Brown,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/usqdlxj4jpqbtvsgaisk",HOU,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,5,24.0,0,0.0,0.0,24.0,20.0,1.0,0.59381044,0,1.0,0.13513513,0.07920792,0.25814825,0.0,2.4,5.4
00-0033455,A.Firkser,Anthony Firkser,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sbyrto55r5ztra4hylt4",ATL,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,2,6.0,0,0.0,0.0,8.0,2.0,0.0,-1.7812285,0,0.75,0.0625,0.028368793,0.11360816,0.0,0.6,1.6
00-0033466,I.McKenzie,Isaiah McKenzie,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sm2btbgkg6s1r1hvi931",BUF,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,3,19.0,1,0.0,0.0,23.0,1.0,2.0,-2.781024,0,0.82608694,0.09677419,0.101321585,0.2160864,0.0,7.9,9.9
00-0033466,I.McKenzie,Isaiah McKenzie,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sm2btbgkg6s1r1hvi931",BUF,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,3,37.0,0,0.0,0.0,29.0,5.0,1.0,1.7518581,0,1.2758621,0.07692308,0.09354839,0.18086849,0.0,3.7,5.7
00-0033526,S.Perine,Samaje Perine,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zxgkgfxxsukpdfwyeauw",CIN,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,4.0,0,0.0,0.0,0.0,-0.12014516,0,3,5,33.0,0,0.0,0.0,48.0,33.0,1.0,0.996179,0,0.6875,0.094339624,0.13445379,0.23562708,0.0,3.7,6.7
00-0033526,S.Perine,Samaje Perine,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zxgkgfxxsukpdfwyeauw",CIN,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,2.0,0,0.0,0.0,0.0,-0.32929972,0,1,1,8.0,0,0.0,0.0,1.0,7.0,0.0,-0.52682865,0,8.0,0.028571429,0.005181347,0.046484087,0.0,1.0,2.0
00-0033536,M.Williams,Mike Williams,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e3r9jk7f2zl4qak0orbz",LAC,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,4,10.0,0,0.0,0.0,14.0,9.0,0.0,-2.6123035,0,0.71428573,0.11764706,0.05957447,0.21817271,0.0,1.0,3.0
00-0033536,M.Williams,Mike Williams,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e3r9jk7f2zl4qak0orbz",LAC,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,8,10,113.0,1,0.0,0.0,134.0,7.0,4.0,7.2743177,0,0.8432836,0.2173913,0.59555554,0.74297583,0.0,17.3,25.3
00-0033553,J.Conner,James Conner,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/taqsrcjxasdwhdmhallf",ARI,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,10,26.0,1,1.0,0.0,3.0,-0.8503913,0,5,6,29.0,0,0.0,0.0,7.0,38.0,3.0,-0.6982862,0,4.142857,0.16666667,0.02631579,0.26842105,0.0,11.5,16.5
00-0033553,J.Conner,James Conner,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/taqsrcjxasdwhdmhallf",ARI,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,7,25.0,0,0.0,0.0,1.0,-0.17429492,0,2,4,26.0,0,0.0,0.0,19.0,28.0,1.0,-0.047692243,0,1.3684211,0.08510638,0.07949791,0.18330811,0.0,5.1,7.1
00-0033555,M.Hollins,Mack Hollins,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kjbgxufvchxbh9q8e6hh",LV,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,16.0,0,0.0,0.0,15.0,1.0,1.0,2.4034894,0,1.0666667,0.028571429,0.045180723,0.07448365,0.0,1.6,2.6
00-0033555,M.Hollins,Mack Hollins,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kjbgxufvchxbh9q8e6hh",LV,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,5,8,66.0,0,0.0,0.0,61.0,18.0,3.0,5.1175094,0,1.0819672,0.20512821,0.26180258,0.4909541,0.0,6.6,11.6
00-0033572,J.Agnew,Jamal Agnew,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u6fwq2c4wdtn1nz8vrd3",JAX,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,6.0,0,0.0,0.0,1.0,1.50477,0,1,1,6.0,0,0.0,0.0,-2.0,8.0,0.0,0.34053782,0,0.0,0.02631579,-0.005509642,0.035616934,0.0,1.2,2.2
00-0033572,J.Agnew,Jamal Agnew,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u6fwq2c4wdtn1nz8vrd3",JAX,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,2,1.0,0,0.0,0.0,0.0,-1.2978518,0,0,1,0.0,0,0.0,0.0,41.0,0.0,0.0,-0.57541287,0,0.0,0.033333335,0.20812182,0.19568528,0.0,0.1,0.1
00-0033576,E.Saubert,Eric Saubert,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u6q14gpp39btnbvlkvik",DEN,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,1,0.0,0,0.0,0.0,16.0,0.0,0.0,-0.4407225,0,0.0,0.024390243,0.05755396,0.07687314,0.0,0.0,0.0
00-0033576,E.Saubert,Eric Saubert,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u6q14gpp39btnbvlkvik",DEN,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,2,22.0,1,0.0,0.0,25.0,0.0,1.0,1.9906471,0,0.88,0.071428575,0.094339624,0.1731806,0.0,8.2,9.2
00-0033591,N.Brown,Noah Brown,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mo0v6bxy9vpxtzndba7r",DAL,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,5,9,68.0,0,0.0,0.0,85.0,25.0,4.0,-0.09948389,0,0.8,0.2195122,0.23415978,0.49318013,0.0,6.8,11.8
00-0033591,N.Brown,Noah Brown,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mo0v6bxy9vpxtzndba7r",DAL,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,5,5,91.0,1,0.0,0.0,76.0,15.0,5.0,11.763088,0,1.1973684,0.16666667,0.42696628,0.5488764,0.0,15.1,20.1
00-0033662,C.Rush,Cooper Rush,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jljqcj2lqtdzofclzxa7",DAL,2022,1,REG,7,13,64.0,0,0.0,2.0,12.0,0,0,155.0,13.0,2.0,-7.560405,0,0.41290322,0.014634111,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,2.56,2.56
00-0033662,C.Rush,Cooper Rush,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jljqcj2lqtdzofclzxa7",DAL,2022,2,REG,19,31,235.0,1,0.0,1.0,5.0,0,0,178.0,116.0,11.0,8.252576,0,1.3202248,0.11344614,1,2.0,0,0.0,0.0,0.0,-0.44522446,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,13.6,13.6
00-0033699,A.Ekeler,Austin Ekeler,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl0nhc7kyf4aumbyzs5b",LAC,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,14,36.0,0,0.0,0.0,0.0,-7.594345,0,4,4,36.0,0,0.0,0.0,-3.0,39.0,3.0,3.9607658,0,-12.0,0.11764706,-0.012765957,0.16753441,0.0,7.2,11.2
00-0033699,A.Ekeler,Austin Ekeler,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl0nhc7kyf4aumbyzs5b",LAC,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,14,39.0,0,0.0,0.0,4.0,-1.3682498,0,9,10,55.0,0,0.0,0.0,-25.0,80.0,2.0,-0.7045839,0,-2.2,0.2173913,-0.11111111,0.24830918,0.0,9.4,18.4
00-0033757,R.Tonyan,Robert Tonyan,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wpczdpw0xasgspqhsup9",GB,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,5,36.0,0,0.0,0.0,23.0,26.0,1.0,-2.5077453,0,1.5652174,0.14285715,0.10952381,0.29095238,0.0,3.6,6.6
00-0033757,R.Tonyan,Robert Tonyan,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wpczdpw0xasgspqhsup9",GB,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,2,11.0,0,0.0,0.0,-1.0,12.0,0.0,0.5327192,0,0.0,0.08,-0.007194245,0.11496403,0.0,1.1,3.1
00-0033856,L.Fournette,Leonard Fournette,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jcmgyeiruehjjdpfkyf4",TB,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,21,127.0,0,0.0,0.0,6.0,1.984909,0,2,2,10.0,0,0.0,0.0,-2.0,12.0,0.0,0.59194696,0,-5.0,0.074074075,-0.006557377,0.10652095,0.0,13.7,15.7
00-0033856,L.Fournette,Leonard Fournette,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jcmgyeiruehjjdpfkyf4",TB,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,24,65.0,0,0.0,0.0,1.0,-11.741562,0,2,4,9.0,0,0.0,0.0,-3.0,12.0,0.0,-1.7752575,0,-3.0,0.121212125,-0.009677419,0.17504399,0.0,7.4,9.4
00-0033857,J.Smith-Schuster,JuJu Smith-Schuster,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tmvx3eakcr4uong0gf5h",KC,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,6,8,79.0,0,2.0,1.0,82.0,25.0,3.0,1.6243294,0,0.9634146,0.20512821,0.26973686,0.4965081,0.0,5.9,11.9
00-0033857,J.Smith-Schuster,JuJu Smith-Schuster,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tmvx3eakcr4uong0gf5h",KC,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,3,10.0,0,0.0,0.0,4.0,6.0,0.0,-0.91977483,0,2.5,0.0882353,0.016460905,0.14387557,0.0,1.0,4.0
00-0033858,J.Smith,Jonnu Smith,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dooebcykmkvzi39xo38x",NE,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,4,33.0,0,0.0,0.0,26.0,28.0,2.0,1.9071949,0,1.2692307,0.13333334,0.09318996,0.26523298,0.0,3.3,6.3
00-0033858,J.Smith,Jonnu Smith,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dooebcykmkvzi39xo38x",NE,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,3,0.0,0,0.0,0.0,19.0,0.0,0.0,-2.8897913,0,0.0,0.0882353,0.059748426,0.17417684,0.0,0.0,0.0
00-0033869,M.Trubisky,Mitchell Trubisky,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uq45fzmoanzoypqrs5df",PIT,2022,1,REG,21,38,194.0,1,0.0,1.0,2.0,0,0,301.0,77.0,8.0,-5.624613,0,0.64451826,-0.012890728,3,9.0,0,0.0,0.0,1.0,1.2291896,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,12.66,12.66
00-0033869,M.Trubisky,Mitchell Trubisky,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uq45fzmoanzoypqrs5df",PIT,2022,2,REG,21,33,168.0,1,1.0,3.0,16.0,0,0,258.0,76.0,11.0,-5.827561,1,0.6511628,-0.007026981,1,7.0,0,0.0,0.0,0.0,0.19875911,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,11.42,11.42
00-0033871,C.Davis,Corey Davis,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e96ltr3bnrq6bs4o0gvx",NYJ,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,6,10,77.0,0,0.0,0.0,112.0,4.0,5.0,2.3192706,0,0.6875,0.1754386,0.4,0.5431579,0.0,7.7,13.7
00-0033871,C.Davis,Corey Davis,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e96ltr3bnrq6bs4o0gvx",NYJ,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,4,83.0,1,0.0,0.0,132.0,25.0,2.0,5.253743,0,0.6287879,0.093023255,0.3548387,0.387922,0.0,14.3,16.3
00-0033873,P.Mahomes,Patrick Mahomes,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vs40h82nvqaqvyephwwu",KC,2022,1,REG,30,39,360.0,5,0.0,0.0,-0.0,0,0,304.0,192.0,22.0,33.188526,0,1.1842105,0.35764694,3,5.0,0,1.0,0.0,1.0,-0.84983987,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,34.9,34.9
00-0033873,P.Mahomes,Patrick Mahomes,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vs40h82nvqaqvyephwwu",KC,2022,2,REG,24,35,235.0,2,0.0,1.0,9.0,0,0,249.0,103.0,11.0,4.8429832,0,0.9437751,0.122705504,2,-1.0,0,0.0,0.0,0.0,-2.1553385,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,17.3,17.3
00-0033879,O.Howard,O.J. Howard,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wlvviyfhdn5fz5p04r95",HOU,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,2,38.0,2,0.0,0.0,33.0,5.0,2.0,4.71538,0,1.1515151,0.055555556,0.12547529,0.17116603,0.0,15.8,17.8
00-0033879,O.Howard,O.J. Howard,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wlvviyfhdn5fz5p04r95",HOU,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,7.0,0,0.0,0.0,7.0,0.0,0.0,0.30249125,0,1.0,0.027027028,0.02310231,0.056712158,0.0,0.7,1.7
00-0033881,E.Engram,Evan Engram,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/adr65rbw956sxntlph8a",JAX,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,4,4,28.0,0,0.0,0.0,24.0,4.0,1.0,2.0929294,0,1.1666666,0.10526316,0.0661157,0.20417573,0.0,2.8,6.8
00-0033881,E.Engram,Evan Engram,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/adr65rbw956sxntlph8a",JAX,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,7,8,46.0,0,0.0,0.0,30.0,27.0,3.0,0.29962853,0,1.5333333,0.26666668,0.15228426,0.506599,0.0,4.6,11.6
00-0033885,D.Njoku,David Njoku,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bcecxpc9nciff80xhipd",CLE,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,7.0,0,0.0,0.0,2.0,5.0,0.0,-0.63589907,0,3.5,0.033333335,0.008810572,0.0561674,0.0,0.7,1.7
00-0033885,D.Njoku,David Njoku,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bcecxpc9nciff80xhipd",CLE,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,5,32.0,0,0.0,0.0,15.0,26.0,3.0,0.8932976,0,2.1333334,0.18518518,0.11627907,0.35917312,0.0,3.2,6.2
00-0033891,Z.Jones,Zay Jones,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ayvki2sfnzxn2yqssrws",JAX,2022,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,6,9,65.0,0,0.0,0.0,81.0,21.0,4.0,2.592969,0,0.80246913,0.23684211,0.2231405,0.5114615,0.0,6.5,12.5
00-0033891,Z.Jones,Zay Jones,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ayvki2sfnzxn2yqssrws",JAX,2022,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,4,23.0,0,0.0,0.0,24.0,9.0,1.0,3.3746178,0,0.9583333,0.13333334,0.12182741,0.28527918,0.0,2.3,5.3
