Player,Moment_Tier,Position,mean,count
A'Shawn Robinson,COMMON,DL,7.180327868852459,61
A.J. Brown,COMMON,WR,22.900990099009903,101
A.J. Brown,RARE,WR,198.875,8
A.J. Green,COMMON,WR,7.4868421052631575,76
A.J. Green,RARE,WR,38.0,5
A.J. Moore Jr.,COMMON,DB,7.2745098039215685,51
A.J. Terrell,COMMON,DB,8.070175438596491,114
AJ Dillon,COMMON,RB,12.146341463414634,82
Aaron Donald,COMMON,DL,29.571428571428573,35
Aaron Donald,LEGENDARY,DL,1174.5,2
Aaron Donald,RARE,DL,78.36363636363636,165
Aaron Jones,COMMON,RB,14.015873015873016,126
Aaron Rodgers,COMMON,QB,28.849765258215964,213
Aaron Rodgers,LEGENDARY,QB,2750.0,1
Aaron Rodgers,RARE,QB,155.68421052631578,19
Adam Butler,COMMON,DL,6.605633802816901,71
Adam Thielen,COMMON,WR,7.824561403508772,114
Adrian Peterson,COMMON,RB,7.147540983606557,61
Aeneas Williams,RARE,DB,35.625,8
Ahman Green,RARE,RB,43.25,4
Aidan Hutchinson,LEGENDARY,DL,886.3333333333334,3
Akiem Hicks,COMMON,DL,6.747368421052632,95
Albert Okwuegbunam,COMMON,TE,7.773148148148148,216
Alex Okafor,COMMON,DL,7.027027027027027,74
Alex Singleton,COMMON,LB,9.805714285714286,350
Alexander Mattison,COMMON,RB,7.504385964912281,228
Ali Marpet,RARE,OL,46.25,8
Allen Lazard,COMMON,WR,9.086538461538462,104
Allen Lazard,RARE,WR,63.333333333333336,3
Allen Robinson II,COMMON,WR,7.182222222222222,225
Alvin Kamara,COMMON,RB,21.15532734274711,779
Alvin Kamara,RARE,RB,77.5,20
Amani Oruwariye,RARE,DB,37.2,20
Amari Cooper,COMMON,WR,17.666666666666668,81
Amari Cooper,RARE,WR,43.04,125
Ambry Thomas,COMMON,DB,10.685185185185185,54
Amon-Ra St. Brown,COMMON,WR,17.53913043478261,115
Amon-Ra St. Brown,LEGENDARY,WR,999.0,1
Amon-Ra St. Brown,RARE,WR,77.70370370370371,54
Andre Roberts,RARE,WR,39.6,5
Andrew Whitworth,COMMON,OL,7.658536585365853,41
Andy Dalton,COMMON,QB,15.352331606217616,1158
Anquan Boldin,RARE,WR,46.166666666666664,6
Anthony Barr,RARE,LB,42.25,4
Antoine Wesley,COMMON,WR,7.345679012345679,81
Antonio Freeman,COMMON,WR,7.098360655737705,61
Antonio Gibson,COMMON,RB,9.441558441558442,154
Arizona Cardinals,COMMON,Team,10.029411764705882,68
Asante Samuel,RARE,DB,35.42857142857143,21
Ashton Dulin,COMMON,WR,9.365111561866126,493
Atlanta Falcons,COMMON,Team,14.670731707317072,164
Austin Ekeler,COMMON,RB,26.67032967032967,455
Austin Ekeler,RARE,RB,169.07142857142858,14
Azeez Ojulari,COMMON,LB,7.403846153846154,52
Baker Mayfield,COMMON,QB,8.815533980582524,103
Baker Mayfield,RARE,QB,36.26923076923077,26
Baltimore Ravens,COMMON,Team,11.704081632653061,196
Baltimore Ravens,RARE,Team,138.2,5
Ben Roethlisberger,COMMON,QB,8.264705882352942,34
Ben Skowronek,COMMON,WR,9.617977528089888,89
Blake Lynch,COMMON,LB,6.636363636363637,66
Bobby McCain,COMMON,DB,7.409090909090909,110
Bobby Wagner,RARE,LB,48.34615384615385,52
Boston Scott,COMMON,RB,8.044692737430168,179
Bradley Chubb,RARE,LB,71.51851851851852,27
Brandin Cooks,RARE,WR,71.68181818181819,22
Brandin Echols,COMMON,DB,6.659090909090909,44
Brandon Aiyuk,COMMON,WR,8.892857142857142,140
Brandon McManus,COMMON,K,7.353658536585366,82
Brandon Powell,RARE,WR,39.333333333333336,3
Braxton Berrios,COMMON,WR,6.839285714285714,56
Braxton Berrios,RARE,WR,48.5,2
Breece Hall,COMMON,RB,26.531782945736435,1290
Brett Favre,COMMON,QB,32.529411764705884,34
Brett Favre,RARE,QB,71.07692307692308,13
Brian Burns,COMMON,DL,7.184210526315789,76
Brian Dawkins,RARE,DB,40.35,20
Brian Johnson,COMMON,K,8.26530612244898,49
Brian Urlacher,COMMON,LB,8.86111111111111,72
Brian Urlacher,LEGENDARY,LB,697.0,2
Brock Wright,COMMON,TE,7.385542168674699,83
Bryan Edwards,RARE,WR,36.0,10
Bryant Young,RARE,DL,45.833333333333336,6
Budda Baker,COMMON,DB,6.669491525423729,118
