Date,Player,Position,Team,Price,NFLALLDAY_ASSETS_URL
2022-09-15 00:00:00-07:00,A.J. Brown,WR,Tennessee Titans,51.21951219512195,https://assets.nflallday.com/editions/divisional_round/f1dfc621-8672-45d5-8c8d-a92f8ad0dce7/play_f1dfc621-8672-45d5-8c8d-a92f8ad0dce7_divisional_round_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4
2022-09-15 00:00:00-07:00,A.J. Green,WR,Arizona Cardinals,9.0,https://assets.nflallday.com/editions/move_the_chains/9b0a6df4-9c45-4a6a-bce6-d67109c87d05/play_9b0a6df4-9c45-4a6a-bce6-d67109c87d05_move_the_chains_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4
2022-09-15 00:00:00-07:00,A.J. Terrell,DB,Atlanta Falcons,10.166666666666666,https://assets.nflallday.com/editions/make_the_stop/63ebf06c-4967-4779-b90a-b712c4e7abf8/play_63ebf06c-4967-4779-b90a-b712c4e7abf8_make_the_stop_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4
2022-09-15 00:00:00-07:00,AJ Dillon,RB,Green Bay Packers,37.32,https://assets.nflallday.com/editions/base/2ae1e1e3-1190-4fc4-8b4f-daba9f26368d/play_2ae1e1e3-1190-4fc4-8b4f-daba9f26368d_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4
2022-09-15 00:00:00-07:00,Aaron Jones,RB,Green Bay Packers,29.734375,https://assets.nflallday.com/editions/divisional_round/fc4b14f6-5d31-487a-ac6e-00fde2f57b68/play_fc4b14f6-5d31-487a-ac6e-00fde2f57b68_divisional_round_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4
2022-09-15 00:00:00-07:00,Aaron Rodgers,QB,Green Bay Packers,84.17045454545455,https://assets.nflallday.com/editions/locked_in/0af2f287-8980-4131-8270-f9b1eb3ab77b/play_0af2f287-8980-4131-8270-f9b1eb3ab77b_locked_in_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4
2022-09-15 00:00:00-07:00,Adam Thielen,WR,Minnesota Vikings,21.338028169014084,https://assets.nflallday.com/editions/base/2a0eda65-8f9a-4435-96d8-0d826bd41c9d/play_2a0eda65-8f9a-4435-96d8-0d826bd41c9d_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4
2022-09-15 00:00:00-07:00,Adrian Peterson,RB,Seattle Seahawks,9.0625,https://assets.nflallday.com/editions/base/9a772eac-ef5b-4b33-80ad-b4c56f889418/play_9a772eac-ef5b-4b33-80ad-b4c56f889418_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4
2022-09-15 00:00:00-07:00,Aeneas Williams,DB,Phoenix Cardinals,43.5,https://assets.nflallday.com/editions/setting_the_bar/458e22ff-1603-48af-9440-da1ebc55490f/play_458e22ff-1603-48af-9440-da1ebc55490f_setting_the_bar_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4
2022-09-15 00:00:00-07:00,Ahman Green,RB,Green Bay Packers,61.0,https://assets.nflallday.com/editions/rivalries/7d55b733-a9d8-4bf8-9892-ba22bf57e260/play_7d55b733-a9d8-4bf8-9892-ba22bf57e260_rivalries_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4
