marketplace_id,Player,Team,Position,Season,Week,Moment_Tier,Moment_Date,Total_Circulation,site,Pack Type,Price,Max_Price,Min_Price,Count
1063.0,Diontae Johnson,Pittsburgh Steelers,WR,2022.0,1,RARE,2022-09-11 00:00:00.000,1199.0,https://nflallday.com/listing/moment/1063,Standard,48.208955223880594,99.0,30.0,67
1064.0,Jimmy Garoppolo,San Francisco 49ers,QB,2022.0,2,RARE,2022-09-18 00:00:00.000,1199.0,https://nflallday.com/listing/moment/1064,Premium,56.13768115942029,150.0,30.0,138
1064.0,Jimmy Garoppolo,San Francisco 49ers,QB,2022.0,2,RARE,2022-09-18 00:00:00.000,1199.0,https://nflallday.com/listing/moment/1064,Standard,54.56818181818182,80.0,36.0,88
1065.0,Devin Duvernay,Baltimore Ravens,WR,2022.0,2,RARE,2022-09-18 00:00:00.000,799.0,https://nflallday.com/listing/moment/1065,Premium,71.55194805194805,399.0,49.0,154
1065.0,Devin Duvernay,Baltimore Ravens,WR,2022.0,2,RARE,2022-09-18 00:00:00.000,799.0,https://nflallday.com/listing/moment/1065,Standard,71.62352941176471,100.0,53.0,85
1066.0,Jaylen Watson,Kansas City Chiefs,DB,2022.0,2,RARE,2022-09-15 00:00:00.000,899.0,https://nflallday.com/listing/moment/1066,Premium,58.30882352941177,199.0,35.0,136
1066.0,Jaylen Watson,Kansas City Chiefs,DB,2022.0,2,RARE,2022-09-15 00:00:00.000,899.0,https://nflallday.com/listing/moment/1066,Standard,56.49295774647887,79.0,35.0,71
1067.0,D.J. Reed,New York Jets,DB,2022.0,1,RARE,2022-09-11 00:00:00.000,899.0,https://nflallday.com/listing/moment/1067,Premium,36.261538461538464,52.0,25.0,130
1067.0,D.J. Reed,New York Jets,DB,2022.0,1,RARE,2022-09-11 00:00:00.000,899.0,https://nflallday.com/listing/moment/1067,Standard,43.32258064516129,500.0,31.0,62
1068.0,Jamel Dean,Tampa Bay Buccaneers,DB,2022.0,2,RARE,2022-09-18 00:00:00.000,899.0,https://nflallday.com/listing/moment/1068,Premium,56.04724409448819,90.0,30.0,254
1068.0,Jamel Dean,Tampa Bay Buccaneers,DB,2022.0,2,RARE,2022-09-18 00:00:00.000,899.0,https://nflallday.com/listing/moment/1068,Standard,54.735449735449734,80.0,28.0,189
1069.0,Jeffery Simmons,Tennessee Titans,DL,2022.0,1,RARE,2022-09-11 00:00:00.000,699.0,https://nflallday.com/listing/moment/1069,Premium,59.89320388349515,980.0,33.0,206
1069.0,Jeffery Simmons,Tennessee Titans,DL,2022.0,1,RARE,2022-09-11 00:00:00.000,699.0,https://nflallday.com/listing/moment/1069,Standard,55.59872611464968,100.0,36.0,157
1070.0,Nelson Agholor,New England Patriots,WR,2022.0,2,RARE,2022-09-18 00:00:00.000,999.0,https://nflallday.com/listing/moment/1070,Premium,42.132075471698116,60.0,30.0,106
1070.0,Nelson Agholor,New England Patriots,WR,2022.0,2,RARE,2022-09-18 00:00:00.000,999.0,https://nflallday.com/listing/moment/1070,Standard,44.22222222222222,112.0,32.0,54
1071.0,Davis Mills,Houston Texans,QB,2022.0,1,RARE,2022-09-11 00:00:00.000,550.0,https://nflallday.com/listing/moment/1071,Premium,49.483870967741936,75.0,34.0,62
1071.0,Davis Mills,Houston Texans,QB,2022.0,1,RARE,2022-09-11 00:00:00.000,550.0,https://nflallday.com/listing/moment/1071,Standard,55.583333333333336,216.0,38.0,36
1072.0,Jalen Ramsey,Los Angeles Rams,DB,2022.0,2,RARE,2022-09-18 00:00:00.000,450.0,https://nflallday.com/listing/moment/1072,Premium,80.34722222222223,220.0,50.0,72
1072.0,Jalen Ramsey,Los Angeles Rams,DB,2022.0,2,RARE,2022-09-18 00:00:00.000,450.0,https://nflallday.com/listing/moment/1072,Standard,78.33333333333333,145.0,53.0,39
1073.0,Pittsburgh Steelers,Pittsburgh Steelers,Team,2022.0,1,RARE,2022-09-11 00:00:00.000,450.0,https://nflallday.com/listing/moment/1073,Premium,83.76388888888889,125.0,65.0,72
1073.0,Pittsburgh Steelers,Pittsburgh Steelers,Team,2022.0,1,RARE,2022-09-11 00:00:00.000,450.0,https://nflallday.com/listing/moment/1073,Standard,83.41463414634147,100.0,71.0,41
1074.0,Lamar Jackson,Baltimore Ravens,QB,2022.0,2,LEGENDARY,2022-09-18 00:00:00.000,79.0,https://nflallday.com/listing/moment/1074,Premium,1944.4615384615386,4469.0,999.0,13
1074.0,Lamar Jackson,Baltimore Ravens,QB,2022.0,2,LEGENDARY,2022-09-18 00:00:00.000,79.0,https://nflallday.com/listing/moment/1074,Standard,1780.5,1800.0,1761.0,2
1075.0,Jacksonville Jaguars,Jacksonville Jaguars,Team,2022.0,2,LEGENDARY,2022-09-18 00:00:00.000,79.0,https://nflallday.com/listing/moment/1075,Premium,673.8888888888889,900.0,575.0,18
1075.0,Jacksonville Jaguars,Jacksonville Jaguars,Team,2022.0,2,LEGENDARY,2022-09-18 00:00:00.000,79.0,https://nflallday.com/listing/moment/1075,Standard,625.0,650.0,595.0,4
1076.0,Tua Tagovailoa,Miami Dolphins,QB,2022.0,2,LEGENDARY,2022-09-18 00:00:00.000,79.0,https://nflallday.com/listing/moment/1076,Premium,1077.7692307692307,1295.0,948.0,13
1076.0,Tua Tagovailoa,Miami Dolphins,QB,2022.0,2,LEGENDARY,2022-09-18 00:00:00.000,79.0,https://nflallday.com/listing/moment/1076,Standard,899.0,899.0,899.0,1
1077.0,Aidan Hutchinson,Detroit Lions,DL,2022.0,2,LEGENDARY,2022-09-18 00:00:00.000,99.0,https://nflallday.com/listing/moment/1077,Premium,858.6538461538462,999.0,750.0,26
1077.0,Aidan Hutchinson,Detroit Lions,DL,2022.0,2,LEGENDARY,2022-09-18 00:00:00.000,99.0,https://nflallday.com/listing/moment/1077,Standard,862.3333333333334,899.0,800.0,3
1078.0,Travon Walker,Jacksonville Jaguars,LB,2022.0,1,LEGENDARY,2022-09-11 00:00:00.000,99.0,https://nflallday.com/listing/moment/1078,Premium,871.375,1200.0,769.0,8
1078.0,Travon Walker,Jacksonville Jaguars,LB,2022.0,1,LEGENDARY,2022-09-11 00:00:00.000,99.0,https://nflallday.com/listing/moment/1078,Standard,870.0,870.0,870.0,1
1079.0,New York Jets,New York Jets,Team,2022.0,2,LEGENDARY,2022-09-18 00:00:00.000,45.0,https://nflallday.com/listing/moment/1079,Premium,818.5,999.0,700.0,10
1079.0,New York Jets,New York Jets,Team,2022.0,2,LEGENDARY,2022-09-18 00:00:00.000,45.0,https://nflallday.com/listing/moment/1079,Standard,1148.0,1148.0,1148.0,1
